lottery,position,year,asOf,profit,baseProfit,roi,days,dominant,dominance,switches,maxDD,unobservedDays
"หวยเวียดนาม VIP ออนไลน์","สองบน","2024","2024-12-31","37","137","0.760847213654123","114","Top+Mid","75","2","-573","8"
"หวยเวียดนาม VIP ออนไลน์","สองบน","2025","2025-12-31","408","2408","2.1370207416719045","343","Top","50","5","-1091","22"
"หวยเวียดนาม VIP ออนไลน์","สองบน","2026","2026-09-12","100","1900","0.6944444444444444","242","Top","62.5","2","-810","13"
"หวยเวียดนาม VIP ออนไลน์","สองล่าง","2024","2024-12-31","-682","-782","-10.05603066941905","114","Top","50","3","-1008","8"
"หวยเวียดนาม VIP ออนไลน์","สองล่าง","2025","2025-12-31","-1050","2150","-5.454545454545454","343","Mid","25","5","-1422","22"
"หวยเวียดนาม VIP ออนไลน์","สองล่าง","2026","2026-09-12","-1429","-129","-10.113950031849388","242","Top","50","4","-1449","13"
"หวยเวียดนามปกติ ออนไลน์","สองบน","2024","2024-12-31","-954","1046","-18.87613771270281","115","Top+Bottom","50","1","-1254","8"
"หวยเวียดนามปกติ ออนไลน์","สองบน","2025","2025-12-31","1826","3726","9.28128494459693","348","Top","100","0","-888","17"
"หวยเวียดนามปกติ ออนไลน์","สองบน","2026","2026-09-12","627","827","4.5523851012851235","246","Top","100","0","-552","9"
"หวยเวียดนามปกติ ออนไลน์","สองล่าง","2024","2024-12-31","-951","-1651","-15.980507477734834","115","Top+Bottom","75","1","-1031","8"
"หวยเวียดนามปกติ ออนไลน์","สองล่าง","2025","2025-12-31","-143","1257","-0.7548962677506202","348","Top","33.33333333333333","4","-1152","17"
"หวยเวียดนามปกติ ออนไลน์","สองล่าง","2026","2026-09-12","-2164","-1164","-14.961283185840706","246","Top+Bottom","37.5","4","-2296","9"
"หวยสาละวัน VISA","สองบน","2025","2025-12-31","-455","145","-17.13747645951036","61","Bottom","50","1","-667","4"
"หวยสาละวัน VISA","สองบน","2026","2026-09-12","78","-322","0.5854976730220687","255","Mid+Bottom","75","2","-1040","0"
"หวยสาละวัน VISA","สองล่าง","2025","2025-12-31","-66","134","-2.020820575627679","61","Top+Mid","100","0","-273","4"
"หวยสาละวัน VISA","สองล่าง","2026","2026-09-12","456","-544","3.5781544256120528","255","Top+Mid","50","5","-1088","0"
"หวยหลวงพระบาง VISA","สองบน","2025","2025-12-31","-60","-160","-1.639344262295082","61","Top+Mid","100","0","-380","4"
"หวยหลวงพระบาง VISA","สองบน","2026","2026-09-12","355","755","2.601685599120557","255","Mid","37.5","2","-650","0"
"หวยหลวงพระบาง VISA","สองล่าง","2025","2025-12-31","-643","-743","-18.675573627650305","61","Mid+Bottom","50","1","-740","4"
"หวยหลวงพระบาง VISA","สองล่าง","2026","2026-09-12","514","1014","3.572918114833866","255","Top","62.5","4","-567","0"
"หวยออมสิน","สองบน","2024","2024-12-30","29","-271","6.1571125265392785","8","Top","100","0","-114","344"
"หวยออมสิน","สองบน","2025","2025-12-30","-181","-81","-14.1295862607338","24","Top+Bottom","72.72727272727273","5","-293","340"
"หวยออมสิน","สองบน","2026","2026-08-16","-125","75","-17.24137931034483","15","Bottom","28.57142857142857","3","-296","213"
"หวยออมสิน","สองล่าง","2024","2024-12-30","-44","-44","-12.790697674418606","8","Top","75","1","-178","344"
"หวยออมสิน","สองล่าง","2025","2025-12-30","71","171","6.288751107174491","24","Bottom","54.54545454545454","3","-144","340"
"หวยออมสิน","สองล่าง","2026","2026-08-16","185","185","22.699386503067483","15","Mid+Bottom","85.71428571428571","1","-159","213"
"หวยฮ่องกง VISA","สองบน","2025","2025-12-31","-350","350","-10.144927536231885","61","Top","100","0","-513","4"
"หวยฮ่องกง VISA","สองบน","2026","2026-09-12","-588","112","-4.144347335776713","255","Top","75","3","-1154","0"
"หวยฮ่องกง VISA","สองล่าง","2025","2025-12-31","88","388","2.5791324736225087","61","Top","50","1","-552","4"
"หวยฮ่องกง VISA","สองล่าง","2026","2026-09-12","630","-1070","4.857363145720894","255","Mid+Bottom","62.5","2","-658","0"
"หวยฮานอย 4D","สองบน","2024","2024-12-31","756","856","4.741595584545911","306","Top","60","3","-540","0"
"หวยฮานอย 4D","สองบน","2025","2025-12-31","-944","-244","-4.57275721759349","365","Top","25","7","-1529","0"
"หวยฮานอย 4D","สองบน","2026","2026-09-11","-431","469","-3.1619103514048863","254","Top+Mid+Bottom","62.5","1","-1030","0"
"หวยฮานอย 4D","สองล่าง","2024","2024-12-31","1343","1343","8.312186668317139","306","Top+Mid","60","3","-661","0"
"หวยฮานอย 4D","สองล่าง","2025","2025-12-31","-486","14","-2.4940983270040027","365","Top+Mid","66.66666666666666","7","-1512","0"
"หวยฮานอย 4D","สองล่าง","2026","2026-09-11","-220","180","-1.5804597701149428","254","Bottom","62.5","3","-850","0"
"หวยฮานอย Extra","สองบน","2024","2024-12-31","-177","1723","-0.8995273669766733","366","Mid","58.333333333333336","4","-1522","0"
"หวยฮานอย Extra","สองบน","2025","2025-12-31","1640","840","7.677902621722846","365","Mid","58.333333333333336","2","-706","0"
"หวยฮานอย Extra","สองบน","2026","2026-09-11","1513","1013","10.740398949385959","254","Top+Bottom","50","5","-641","0"
"หวยฮานอย Extra","สองล่าง","2024","2024-12-31","1001","1701","5.030403537866224","366","Top","50","8","-999","0"
"หวยฮานอย Extra","สองล่าง","2025","2025-12-31","13","-387","0.06671114076050699","365","Mid","75","3","-1284","0"
"หวยฮานอย Extra","สองล่าง","2026","2026-09-11","-51","-651","-0.3655651924593219","254","Mid","37.5","2","-783","0"
"หวยฮานอย HD","สองบน","2024","2024-12-31","-291","1509","-1.4853759379306826","366","Top","41.66666666666667","5","-1193","0"
"หวยฮานอย HD","สองบน","2025","2025-12-31","-302","1898","-1.5174354336247613","365","Top","50","4","-1692","0"
"หวยฮานอย HD","สองบน","2026","2026-09-12","403","803","2.8999064546304956","255","Top+Mid","62.5","4","-520","0"
"หวยฮานอย HD","สองล่าง","2024","2024-12-31","910","810","4.895104895104895","366","Top+Bottom","75","2","-743","0"
"หวยฮานอย HD","สองล่าง","2025","2025-12-31","-444","-644","-2.295285359801489","365","Mid","33.33333333333333","7","-1350","0"
"หวยฮานอย HD","สองล่าง","2026","2026-09-12","20","-1280","0.14306151645207438","255","Top+Mid","37.5","6","-520","0"
"หวยฮานอย VIP","สองบน","2024","2024-12-31","-883","317","-4.627155059477022","362","Top","58.333333333333336","4","-1667","4"
"หวยฮานอย VIP","สองบน","2025","2025-12-31","-279","321","-1.4177549672239442","361","Top+Mid","50","4","-816","4"
"หวยฮานอย VIP","สองบน","2026","2026-09-12","-871","-871","-6.613013438615139","251","Mid","62.5","4","-1250","4"
"หวยฮานอย VIP","สองล่าง","2024","2024-12-31","459","1459","2.449175604290059","362","Top+Mid+Bottom","41.66666666666667","3","-689","4"
"หวยฮานอย VIP","สองล่าง","2025","2025-12-31","-1099","401","-5.578963399157318","361","Top","50","4","-1672","4"
"หวยฮานอย VIP","สองล่าง","2026","2026-09-12","-1718","-918","-13.29927233317851","251","Top","37.5","6","-1996","4"
"หวยฮานอย VISA","สองบน","2025","2025-12-31","400","800","11.11111111111111","61","Top+Bottom","100","0","-314","5"
"หวยฮานอย VISA","สองบน","2026","2026-09-12","831","1531","6.079449850025606","255","Top+Mid+Bottom","37.5","4","-546","0"
"หวยฮานอย VISA","สองล่าง","2025","2025-12-31","-645","-645","-18.722786647314948","61","Bottom","100","0","-680","5"
"หวยฮานอย VISA","สองล่าง","2026","2026-09-12","-205","395","-1.564288439526898","255","Top+Bottom","25","4","-1371","0"
"หวยฮานอยกาชาด","สองบน","2024","2024-12-31","815","715","4.457205359584359","366","Bottom","50","5","-909","0"
"หวยฮานอยกาชาด","สองบน","2025","2025-12-31","244","-1256","1.2940178192617735","365","Mid+Bottom","58.333333333333336","6","-906","0"
"หวยฮานอยกาชาด","สองบน","2026","2026-09-12","-614","-214","-4.754529967477157","255","Mid+Bottom","50","3","-1242","0"
"หวยฮานอยกาชาด","สองล่าง","2024","2024-12-31","926","1126","4.804399709453149","366","Top+Bottom","41.66666666666667","3","-701","0"
"หวยฮานอยกาชาด","สองล่าง","2025","2025-12-31","1699","1799","9.036753364182756","365","Top","66.66666666666666","2","-818","0"
"หวยฮานอยกาชาด","สองล่าง","2026","2026-09-12","-28","-428","-0.2327901563019621","255","Bottom","75","1","-927","0"
"หวยฮานอยเฉพาะกิจ","สองบน","2024","2024-12-31","2982","1682","18.274298320872656","305","Mid","80","2","-313","2"
"หวยฮานอยเฉพาะกิจ","สองบน","2025","2025-12-31","2674","1074","15.344886950533684","349","Mid","58.333333333333336","5","-408","16"
"หวยฮานอยเฉพาะกิจ","สองบน","2026","2026-09-12","718","-1182","5.405812377653968","241","Mid","62.5","4","-517","14"
"หวยฮานอยเฉพาะกิจ","สองล่าง","2024","2024-12-31","385","285","2.359791602819491","305","Mid+Bottom","50","3","-525","2"
"หวยฮานอยเฉพาะกิจ","สองล่าง","2025","2025-12-31","2684","-16","16.758241758241756","349","Bottom","58.333333333333336","2","-460","16"
"หวยฮานอยเฉพาะกิจ","สองล่าง","2026","2026-09-12","82","-318","0.6550567183256111","241","Bottom","50","4","-437","14"
"หวยฮานอยเช้า","สองบน","2024","2024-12-31","306","-294","2.000784621420165","306","Top+Bottom","40","6","-1302","0"
"หวยฮานอยเช้า","สองบน","2025","2025-12-31","789","489","4.429846723934648","365","Mid+Bottom","33.33333333333333","5","-728","0"
"หวยฮานอยเช้า","สองบน","2026","2026-09-12","51","1251","0.3820510899692861","254","Mid","37.5","4","-565","1"
"หวยฮานอยเช้า","สองล่าง","2024","2024-12-31","514","114","3.2768073441285224","306","Mid","40","6","-1080","0"
"หวยฮานอยเช้า","สองล่าง","2025","2025-12-31","535","435","2.851052491340261","365","Bottom","41.66666666666667","7","-806","0"
"หวยฮานอยเช้า","สองล่าง","2026","2026-09-12","132","32","1.1029411764705883","254","Bottom","62.5","4","-664","1"
"หวยฮานอยดานัง","สองบน","2024","2024-12-31","111","-89","0.6611471797009947","304","Top","80","1","-1127","2"
"หวยฮานอยดานัง","สองบน","2025","2025-12-02","-782","-382","-4.4989069151996315","319","Top+Bottom","36.36363636363637","3","-1035","17"
"หวยฮานอยดานัง","สองล่าง","2024","2024-12-31","-524","676","-3.2906304948505403","304","Top","30","8","-1225","2"
"หวยฮานอยดานัง","สองล่าง","2025","2025-12-02","976","1676","5.506657639359061","319","Bottom","36.36363636363637","5","-830","17"
"หวยฮานอยดึก","สองบน","2024","2024-12-31","445","445","2.093625029404846","366","Top","75","5","-1799","0"
"หวยฮานอยดึก","สองบน","2025","2025-12-31","-1207","193","-6.093805220376634","349","Mid","41.66666666666667","4","-1646","16"
"หวยฮานอยดึก","สองบน","2026","2026-09-12","-250","550","-1.9011406844106464","231","Top+Mid+Bottom","25","4","-700","24"
"หวยฮานอยดึก","สองล่าง","2024","2024-12-31","-300","-100","-1.6304347826086956","366","Top+Bottom","41.66666666666667","5","-948","0"
"หวยฮานอยดึก","สองล่าง","2025","2025-12-31","826","326","4.621237551751147","349","Bottom","25","4","-1095","16"
"หวยฮานอยดึก","สองล่าง","2026","2026-09-12","-303","-303","-2.567143946454291","231","Mid+Bottom","50","5","-845","24"
"หวยฮานอยทีวี","สองบน","2024","2024-12-31","-1088","-888","-5.760271071579838","366","Mid","33.33333333333333","8","-1148","0"
"หวยฮานอยทีวี","สองบน","2025","2025-12-31","-111","-111","-0.6338872708583176","365","Bottom","41.66666666666667","5","-1159","0"
"หวยฮานอยทีวี","สองบน","2026","2026-09-12","38","-662","0.30739362562692124","255","Top+Bottom","37.5","4","-856","0"
"หวยฮานอยทีวี","สองล่าง","2024","2024-12-31","-1085","1215","-5.77588501463934","366","Top","33.33333333333333","5","-1969","0"
"หวยฮานอยทีวี","สองล่าง","2025","2025-12-31","39","39","0.19538099293622563","365","Top+Mid","41.66666666666667","5","-830","0"
"หวยฮานอยทีวี","สองล่าง","2026","2026-09-12","-334","-334","-2.543018120907568","255","Bottom","37.5","5","-1027","0"
"หวยฮานอยปกติ","สองบน","2024","2024-12-31","-659","-259","-3.4576840337898105","362","Mid","58.333333333333336","5","-1676","4"
"หวยฮานอยปกติ","สองบน","2025","2025-12-21","897","797","5.275539610656943","317","Top+Bottom","54.54545454545454","4","-496","38"
"หวยฮานอยปกติ","สองบน","2026","2026-09-12","-95","205","-0.6836991723641598","251","Top","50","3","-1117","4"
"หวยฮานอยปกติ","สองล่าง","2024","2024-12-31","-963","-1863","-5.391031741588758","362","Bottom","41.66666666666667","8","-1904","4"
"หวยฮานอยปกติ","สองล่าง","2025","2025-12-31","-806","-706","-4.795906223967631","361","Bottom","50","5","-1312","4"
"หวยฮานอยปกติ","สองล่าง","2026","2026-09-12","-1072","128","-7.672487832808474","251","Bottom","50","5","-1389","4"
"หวยฮานอยพัฒนา","สองบน","2024","2024-12-31","-1349","-49","-6.762243721489799","366","Top","91.66666666666666","2","-1974","0"
"หวยฮานอยพัฒนา","สองบน","2025","2025-12-31","-1795","-95","-8.54965467968564","365","Top","33.33333333333333","7","-2497","0"
"หวยฮานอยพัฒนา","สองบน","2026","2026-09-12","496","196","3.8142110119963086","255","Top+Mid","50","4","-556","0"
"หวยฮานอยพัฒนา","สองล่าง","2024","2024-12-31","-2509","1491","-12.926992632283993","366","Top","66.66666666666666","4","-2609","0"
"หวยฮานอยพัฒนา","สองล่าง","2025","2025-12-31","-396","204","-2.0105605199025183","365","Mid","50","5","-1276","0"
"หวยฮานอยพัฒนา","สองล่าง","2026","2026-09-12","-132","1068","-0.975465563109666","255","Bottom","37.5","5","-1110","0"
"หวยฮานอยพิเศษ","สองบน","2024","2024-12-31","-2868","-1868","-14.012116474496775","362","Top","25","6","-3443","4"
"หวยฮานอยพิเศษ","สองบน","2025","2025-12-31","-341","-41","-2.024820378837361","331","Mid","33.33333333333333","5","-823","34"
"หวยฮานอยพิเศษ","สองบน","2026","2026-09-12","1569","1369","12.13363235635295","251","Mid+Bottom","62.5","1","-354","4"
"หวยฮานอยพิเศษ","สองล่าง","2024","2024-12-31","943","-1057","5.081640351349895","362","Mid","50","6","-706","4"
"หวยฮานอยพิเศษ","สองล่าง","2025","2025-12-31","-52","248","-0.2619383437437034","361","Bottom","41.66666666666667","6","-843","4"
"หวยฮานอยพิเศษ","สองล่าง","2026","2026-09-12","-273","-1673","-2.2993346247789104","251","Bottom","62.5","2","-1052","4"
"หวยฮานอยสตาร์","สองบน","2024","2024-12-31","-657","-457","-3.342320801750013","366","Top+Mid","33.33333333333333","6","-993","0"
"หวยฮานอยสตาร์","สองบน","2025","2025-12-31","163","563","0.884091771980257","364","Mid","50","6","-1686","1"
"หวยฮานอยสตาร์","สองบน","2026","2026-09-12","-1069","-1669","-7.707837623476818","255","Bottom","37.5","4","-1405","0"
"หวยฮานอยสตาร์","สองล่าง","2024","2024-12-31","-83","-483","-0.43043094954104655","366","Top+Bottom","41.66666666666667","6","-1062","0"
"หวยฮานอยสตาร์","สองล่าง","2025","2025-12-31","-297","103","-1.5471167369901548","364","Top","41.66666666666667","7","-1157","1"
"หวยฮานอยสตาร์","สองล่าง","2026","2026-09-12","1169","469","9.11074740861975","255","Top","50","1","-368","0"
"หวยฮานอยสามัคคี","สองบน","2024","2024-12-31","1592","1692","7.687850106239134","366","Top+Mid","66.66666666666666","4","-780","0"
"หวยฮานอยสามัคคี","สองบน","2025","2025-12-31","53","453","0.29531398005237647","363","Mid+Bottom","33.33333333333333","7","-1277","2"
"หวยฮานอยสามัคคี","สองบน","2026","2026-09-12","-542","-1042","-4.356212827519691","254","Mid+Bottom","50","3","-937","1"
"หวยฮานอยสามัคคี","สองล่าง","2024","2024-12-31","1020","1120","5.29045643153527","366","Top+Bottom","50","5","-892","0"
"หวยฮานอยสามัคคี","สองล่าง","2025","2025-12-31","-303","-503","-1.5223835602672964","363","Top+Mid","50","3","-1432","2"
"หวยฮานอยสามัคคี","สองล่าง","2026","2026-09-12","-210","-710","-1.6266460108443066","254","Top+Bottom","25","4","-700","1"
"หวยฮานอยอาเซียน","สองบน","2024","2024-12-31","-286","614","-1.4029235750024527","365","Mid","41.66666666666667","5","-963","1"
"หวยฮานอยอาเซียน","สองบน","2025","2025-12-31","345","-755","1.764254666325748","364","Bottom","41.66666666666667","6","-850","1"
"หวยฮานอยอาเซียน","สองบน","2026","2026-09-12","320","220","2.28898426323319","255","Top","25","4","-1008","0"
"หวยฮานอยอาเซียน","สองล่าง","2024","2024-12-31","335","535","1.844205890448665","365","Top","66.66666666666666","5","-1419","1"
"หวยฮานอยอาเซียน","สองล่าง","2025","2025-12-31","-1573","-873","-8.56147607902901","364","Top+Bottom","41.66666666666667","5","-2114","1"
"หวยฮานอยอาเซียน","สองล่าง","2026","2026-09-12","-77","-177","-0.6323396567299007","255","Top","50","3","-674","0"
"หุ้นเกาหลี","สองบน","2024","2024-12-30","34","734","0.7446342531756461","79","Top+Bottom","66.66666666666666","1","-442","121"
"หุ้นเกาหลี","สองบน","2025","2025-12-30","-658","242","-5.502592406756983","242","Top","27.27272727272727","6","-1137","122"
"หุ้นเกาหลี","สองบน","2026","2026-08-21","1222","1322","15.915603021620214","148","Top+Mid+Bottom","42.857142857142854","3","-330","85"
"หุ้นเกาหลี","สองล่าง","2024","2024-12-30","-806","-106","-19.163100332857823","79","Top+Bottom","66.66666666666666","1","-985","121"
"หุ้นเกาหลี","สองล่าง","2025","2025-12-30","-127","-627","-0.9748982881707222","242","Top","90.9090909090909","1","-771","122"
"หุ้นเกาหลี","สองล่าง","2026","2026-08-21","-144","-844","-1.768172888015717","148","Top","42.857142857142854","4","-564","85"
"หุ้นเกาหลี VIP","สองบน","2024","2024-12-31","-1848","-1948","-9.600997506234414","366","Top","41.66666666666667","7","-2561","0"
"หุ้นเกาหลี VIP","สองบน","2025","2025-12-31","-495","-895","-2.912621359223301","365","Top+Mid+Bottom","33.33333333333333","9","-1077","0"
"หุ้นเกาหลี VIP","สองบน","2026","2026-09-11","-1007","-1107","-7.924765877075628","254","Bottom","37.5","3","-1131","0"
"หุ้นเกาหลี VIP","สองล่าง","2024","2024-12-31","1744","1044","8.652510418733875","366","Top","58.333333333333336","4","-360","0"
"หุ้นเกาหลี VIP","สองล่าง","2025","2025-12-31","151","1451","0.7531547708115118","365","Top","50","5","-741","0"
"หุ้นเกาหลี VIP","สองล่าง","2026","2026-09-11","-3000","-1500","-21.58273381294964","254","Bottom","37.5","6","-3254","0"
"หุ้นเกาหลีพิเศษ","สองบน","2024","2024-12-31","14","314","0.21257212268448225","122","Top+Mid+Bottom","75","1","-628","0"
"หุ้นเกาหลีพิเศษ","สองบน","2025","2025-12-31","-43","657","-0.23831956991631104","351","Mid","25","8","-747","14"
"หุ้นเกาหลีพิเศษ","สองบน","2026","2026-09-12","333","533","2.955533859944972","230","Bottom","50","2","-558","25"
"หุ้นเกาหลีพิเศษ","สองล่าง","2024","2024-12-31","130","330","2.106969205834684","122","Top","75","2","-654","0"
"หุ้นเกาหลีพิเศษ","สองล่าง","2025","2025-12-31","-861","539","-4.470172888219719","351","Top","50","3","-1930","14"
"หุ้นเกาหลีพิเศษ","สองล่าง","2026","2026-09-12","-735","-1635","-5.726529022204908","230","Bottom","50","4","-1120","25"
"หุ้นจีน VISA เช้า","สองบน","2025","2025-12-31","-344","-744","-9.988385598141695","61","Bottom","100","0","-513","4"
"หุ้นจีน VISA เช้า","สองบน","2026","2026-09-12","818","718","5.97865809092238","255","Top+Mid","87.5","1","-464","0"
"หุ้นจีน VISA เช้า","สองล่าง","2025","2025-12-31","40","140","1.092896174863388","61","Top+Mid","50","1","-300","4"
"หุ้นจีน VISA เช้า","สองล่าง","2026","2026-09-12","-1057","-57","-8.033746294748042","255","Mid","50","2","-1185","0"
"หุ้นจีน VISA บ่าย","สองบน","2025","2025-12-31","-691","-891","-23.102641257104647","61","Bottom","50","1","-926","4"
"หุ้นจีน VISA บ่าย","สองบน","2026","2026-09-12","-1200","-1300","-8.571428571428571","255","Top+Mid","37.5","2","-1568","0"
"หุ้นจีน VISA บ่าย","สองล่าง","2025","2025-12-31","56","-944","1.6260162601626018","61","Top+Mid","50","1","-358","4"
"หุ้นจีน VISA บ่าย","สองล่าง","2026","2026-09-12","-466","134","-3.3607384970431275","255","Top+Bottom","37.5","3","-1197","0"
"หุ้นจีนเช้า","สองบน","2024","2024-12-31","144","944","1.1468620579802484","242","Top+Mid","50","4","-547","124"
"หุ้นจีนเช้า","สองบน","2025","2025-12-31","1142","342","9.47089069497429","243","Top","66.66666666666666","4","-870","122"
"หุ้นจีนเช้า","สองบน","2026","2026-08-21","217","617","2.528253524408715","151","Top+Mid","57.14285714285714","2","-527","82"
"หุ้นจีนเช้า","สองล่าง","2024","2024-12-31","1062","962","8.08342213426701","242","Top","41.66666666666667","5","-380","124"
"หุ้นจีนเช้า","สองล่าง","2025","2025-12-31","-1018","-1018","-7.941956623498206","243","Top+Mid","33.33333333333333","8","-1206","122"
"หุ้นจีนเช้า","สองล่าง","2026","2026-08-21","165","-935","2.1331609566903684","151","Top","57.14285714285714","3","-505","82"
"หุ้นจีนเช้า VIP","สองบน","2024","2024-12-31","-1402","-702","-7.0092990700929905","366","Top","50","6","-1852","0"
"หุ้นจีนเช้า VIP","สองบน","2025","2025-12-31","-585","-785","-2.801053387598755","365","Top+Mid","50","6","-1622","0"
"หุ้นจีนเช้า VIP","สองบน","2026","2026-09-11","304","504","2.413464591933947","254","Bottom","37.5","5","-378","0"
"หุ้นจีนเช้า VIP","สองล่าง","2024","2024-12-31","750","1550","3.875968992248062","366","Top","66.66666666666666","6","-775","0"
"หุ้นจีนเช้า VIP","สองล่าง","2025","2025-12-31","-1097","203","-5.541243622771127","365","Top+Mid","33.33333333333333","4","-1252","0"
"หุ้นจีนเช้า VIP","สองล่าง","2026","2026-09-11","76","1176","0.5419281232173417","254","Bottom","75","3","-530","0"
"หุ้นจีนบ่าย","สองบน","2024","2024-12-31","-239","961","-2.0359485475764547","242","Bottom","41.66666666666667","7","-1246","124"
"หุ้นจีนบ่าย","สองบน","2025","2025-12-31","-143","1857","-1.0637506508963774","243","Top","66.66666666666666","7","-1103","122"
"หุ้นจีนบ่าย","สองบน","2026","2026-08-21","208","-192","2.478551000953289","147","Top","71.42857142857143","2","-466","86"
"หุ้นจีนบ่าย","สองล่าง","2024","2024-12-31","-49","-649","-0.3904693601083752","242","Top","33.33333333333333","9","-667","124"
"หุ้นจีนบ่าย","สองล่าง","2025","2025-12-31","-177","323","-1.3036753332842308","243","Top+Mid","33.33333333333333","6","-758","122"
"หุ้นจีนบ่าย","สองล่าง","2026","2026-08-21","469","-31","6.066485577544949","147","Top","42.857142857142854","4","-464","86"
"หุ้นจีนบ่าย VIP","สองบน","2024","2024-12-31","-466","1334","-2.3108201924030545","366","Top+Mid","58.333333333333336","5","-1605","0"
"หุ้นจีนบ่าย VIP","สองบน","2025","2025-12-31","423","-1077","2.406554019457245","365","Top+Mid","33.33333333333333","2","-1445","0"
"หุ้นจีนบ่าย VIP","สองบน","2026","2026-09-11","-935","-35","-6.661916636978981","254","Top","75","1","-1362","0"
"หุ้นจีนบ่าย VIP","สองล่าง","2024","2024-12-31","-2044","56","-11.519386834986474","366","Top+Mid","50","4","-2368","0"
"หุ้นจีนบ่าย VIP","สองล่าง","2025","2025-12-31","-314","-114","-1.600897318242072","365","Top","66.66666666666666","7","-1289","0"
"หุ้นจีนบ่าย VIP","สองล่าง","2026","2026-09-11","578","578","4.007765913188185","254","Top","87.5","1","-446","0"
"หุ้นจีนพิเศษ เช้า","สองบน","2024","2024-12-31","1056","656","16.64564943253468","122","Top","100","0","-240","0"
"หุ้นจีนพิเศษ เช้า","สองบน","2025","2025-12-31","650","750","3.4120734908136483","351","Top","50","7","-967","14"
"หุ้นจีนพิเศษ เช้า","สองบน","2026","2026-09-12","-1247","-747","-10.182085408671512","231","Mid","75","3","-1465","24"
"หุ้นจีนพิเศษ เช้า","สองล่าง","2024","2024-12-31","280","-20","4.046242774566474","122","Mid","50","2","-526","0"
"หุ้นจีนพิเศษ เช้า","สองล่าง","2025","2025-12-31","-162","138","-0.823924321025328","351","Top+Bottom","58.333333333333336","4","-1160","14"
"หุ้นจีนพิเศษ เช้า","สองล่าง","2026","2026-09-12","76","776","0.5926388022457891","231","Top+Mid","25","5","-756","24"
"หุ้นจีนพิเศษ บ่าย","สองบน","2024","2024-12-31","435","635","6.336489439184268","122","Top+Mid+Bottom","100","0","-361","1"
"หุ้นจีนพิเศษ บ่าย","สองบน","2025","2025-12-31","-834","-534","-4.358733145186579","351","Mid","41.66666666666667","7","-1365","14"
"หุ้นจีนพิเศษ บ่าย","สองบน","2026","2026-09-12","370","-30","3.265666372462489","230","Mid","62.5","2","-871","25"
"หุ้นจีนพิเศษ บ่าย","สองล่าง","2024","2024-12-31","-474","326","-6.700593723494487","122","Top+Mid","100","0","-606","1"
"หุ้นจีนพิเศษ บ่าย","สองล่าง","2025","2025-12-31","-1135","-235","-6.436064644173518","351","Top","41.66666666666667","7","-2396","14"
"หุ้นจีนพิเศษ บ่าย","สองล่าง","2026","2026-09-12","-741","-641","-5.861878015979748","230","Top+Mid","37.5","6","-1093","25"
"หุ้นดาวโจนส์","สองบน","2024","2024-12-31","-274","-1074","-2.1965688632355302","249","Top+Bottom","33.33333333333333","7","-954","117"
"หุ้นดาวโจนส์","สองบน","2025","2025-12-30","617","1017","4.645035007151998","250","Mid+Bottom","54.54545454545454","3","-1313","114"
"หุ้นดาวโจนส์","สองบน","2026","2026-09-11","348","1548","3.2669921141569658","183","Bottom","62.5","3","-752","71"
"หุ้นดาวโจนส์","สองล่าง","2024","2024-12-31","-2","198","-0.014812620352540364","249","Top+Mid","33.33333333333333","6","-757","117"
"หุ้นดาวโจนส์","สองล่าง","2025","2025-12-30","-354","-1354","-2.732746641963872","250","Top+Mid","27.27272727272727","8","-715","114"
"หุ้นดาวโจนส์","สองล่าง","2026","2026-09-11","-265","-1565","-3.0233884768967485","183","Top+Bottom","62.5","3","-903","71"
"หุ้นดาวโจนส์ VIP","สองบน","2024","2024-12-31","-2175","-75","-10.469314079422382","363","Top+Bottom","41.66666666666667","4","-2295","3"
"หุ้นดาวโจนส์ VIP","สองบน","2025","2025-12-31","-650","250","-3.307888040712468","365","Bottom","33.33333333333333","7","-977","0"
"หุ้นดาวโจนส์ VIP","สองบน","2026","2026-09-11","-50","-350","-0.36363636363636365","254","Top+Mid+Bottom","50","7","-613","0"
"หุ้นดาวโจนส์ VIP","สองล่าง","2024","2024-12-31","37","1737","0.19308041538381254","363","Top","75","2","-1455","3"
"หุ้นดาวโจนส์ VIP","สองล่าง","2025","2025-12-31","-270","-670","-1.4941892639734367","365","Bottom","41.66666666666667","8","-1199","0"
"หุ้นดาวโจนส์ VIP","สองล่าง","2026","2026-09-11","-698","-498","-5.022305367678802","254","Mid+Bottom","50","2","-1355","0"
"หุ้นดาวโจนส์ VIP พิเศษ","สองบน","2025","2025-12-02","-108","-8","-3.169014084507042","63","Top+Mid","100","0","-552","18"
"หุ้นดาวโจนส์ VIP พิเศษ","สองล่าง","2025","2025-12-02","584","184","15.715823466092575","63","Mid","100","0","-322","18"
"หุ้นดาวโจนส์ VISA","สองบน","2025","2025-12-31","-152","-552","-5.149051490514905","61","Top+Mid","50","1","-418","5"
"หุ้นดาวโจนส์ VISA","สองบน","2026","2026-09-11","-249","151","-1.7850741988673022","254","Top+Mid","75","3","-638","0"
"หุ้นดาวโจนส์ VISA","สองล่าง","2025","2025-12-31","-193","7","-5.860917096872153","61","Top+Bottom","50","1","-410","5"
"หุ้นดาวโจนส์ VISA","สองล่าง","2026","2026-09-11","-999","1901","-7.187567450895747","254","Top","87.5","2","-1397","0"
